sample	origin_id	id	well	concentration	rain_event	Env	soil_history	SourceSink	soil_layer	soil_event	sample_type	experiment_day	manure_and_control_soil
S_319	A312MaCpS0T_S100_L001_MINLEN-MAXLEN.q25_fixlized.fa	A312MaCpS0T	A4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_32	A025MaNtR1_S293_L001_MINLEN-MAXLEN.q25_fixlized.fa	A025MaNtR1	A5	10	R1	water	Nt	sink	x	x	sc_samples	10	no
S_320	A313MaCpS0B_S111_L001_MINLEN-MAXLEN.q25_fixlized.fa	A313MaCpS0B	B3	2.0402	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_321	A314MaCpS0B_S112_L001_MINLEN-MAXLEN.q25_fixlized.fa	A314MaCpS0B	B4	2.4846	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_322	A315MaCpS0T_S123_L001_MINLEN-MAXLEN.q25_fixlized.fa	A315MaCpS0T	C3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_323	A316MaCpS0T_S124_L001_MINLEN-MAXLEN.q25_fixlized.fa	A316MaCpS0T	C4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_324	A317MaCpS0B_S135_L001_MINLEN-MAXLEN.q25_fixlized.fa	A317MaCpS0B	D3	3.232	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_325	A318MaCpS0B_S136_L001_MINLEN-MAXLEN.q25_fixlized.fa	A318MaCpS0B	D4	3.7168	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_326	A319MaCpS0T_S147_L001_MINLEN-MAXLEN.q25_fixlized.fa	A319MaCpS0T	E3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_327	A320MaCpS0T_S148_L001_MINLEN-MAXLEN.q25_fixlized.fa	A320MaCpS0T	E4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_328	A321MaCpS0B_S159_L001_MINLEN-MAXLEN.q25_fixlized.fa	A321MaCpS0B	F3	3.9794	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_329	A322MaCpS0B_S160_L001_MINLEN-MAXLEN.q25_fixlized.fa	A322MaCpS0B	F4	2.6664	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_33	A026MaCpR1_S304_L001_MINLEN-MAXLEN.q25_fixlized.fa	A026MaCpR1	B4	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_330	A323MaCpS0T_S171_L001_MINLEN-MAXLEN.q25_fixlized.fa	A323MaCpS0T	G3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_331	A324MaCpS0T_S172_L001_MINLEN-MAXLEN.q25_fixlized.fa	A324MaCpS0T	G4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_332	A325MaCpS0B_S183_L001_MINLEN-MAXLEN.q25_fixlized.fa	A325MaCpS0B	H3	5.4742	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_333	A326MaCpS0B_S184_L001_MINLEN-MAXLEN.q25_fixlized.fa	A326MaCpS0B	H4	2.7674	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_334	A327MaCpS0T_S101_L001_MINLEN-MAXLEN.q25_fixlized.fa	A327MaCpS0T	A5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_335	A328MaCpS0T_S102_L001_MINLEN-MAXLEN.q25_fixlized.fa	A328MaCpS0T	A6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_336	A329MaCpS0B_S113_L001_MINLEN-MAXLEN.q25_fixlized.fa	A329MaCpS0B	B5	2.4038	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_337	A330MaCpS0B_S114_L001_MINLEN-MAXLEN.q25_fixlized.fa	A330MaCpS0B	B6	1.5958	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_338	A331MaCpS0T_S125_L001_MINLEN-MAXLEN.q25_fixlized.fa	A331MaCpS0T	C5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_339	A332MaCpS0T_S126_L001_MINLEN-MAXLEN.q25_fixlized.fa	A332MaCpS0T	C6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_34	A027MaCpR1_S305_L001_MINLEN-MAXLEN.q25_fixlized.fa	A027MaCpR1	B5	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_340	A333MaCpS0B_S137_L001_MINLEN-MAXLEN.q25_fixlized.fa	A333MaCpS0B	D5	3.1108	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_341	A334MaCpS0B_S138_L001_MINLEN-MAXLEN.q25_fixlized.fa	A334MaCpS0B	D6	2.7674	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_342	A335MaCpS0T_S149_L001_MINLEN-MAXLEN.q25_fixlized.fa	A335MaCpS0T	E5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_343	A336MaCpS0T_S150_L001_MINLEN-MAXLEN.q25_fixlized.fa	A336MaCpS0T	E6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_344	A337MaCpS0B_S161_L001_MINLEN-MAXLEN.q25_fixlized.fa	A337MaCpS0B	F5	3.535	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_345	A338MaCpS0B_S162_L001_MINLEN-MAXLEN.q25_fixlized.fa	A338MaCpS0B	F6	3.232	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_346	A339MaCpS0T_S173_L001_MINLEN-MAXLEN.q25_fixlized.fa	A339MaCpS0T	G5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_347	A340MaCpS0T_S174_L001_MINLEN-MAXLEN.q25_fixlized.fa	A340MaCpS0T	G6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no
S_348	A341MaCpS0B_S185_L001_MINLEN-MAXLEN.q25_fixlized.fa	A341MaCpS0B	H5	4.7066	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_349	A342MaCpS0B_S186_L001_MINLEN-MAXLEN.q25_fixlized.fa	A342MaCpS0B	H6	5.8782	x	soil	Cp	sink	B	S0	sc_samples	0	no
S_35	A028MaCpR1_S306_L001_MINLEN-MAXLEN.q25_fixlized.fa	A028MaCpR1	B6	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_350	A343CoNtS1T_S103_L001_MINLEN-MAXLEN.q25_fixlized.fa	A343CoNtS1T	A7	8.8476	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_351	A344CoNtS1T_S104_L001_MINLEN-MAXLEN.q25_fixlized.fa	A344CoNtS1T	A8	9.2718	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_352	A345CoNtS1B_S115_L001_MINLEN-MAXLEN.q25_fixlized.fa	A345CoNtS1B	B7	2.3836	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_353	A346CoNtS1B_S116_L001_MINLEN-MAXLEN.q25_fixlized.fa	A346CoNtS1B	B8	2.626	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_354	A347CoNtS1T_S127_L001_MINLEN-MAXLEN.q25_fixlized.fa	A347CoNtS1T	C7	7.878	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_355	A348CoNtS1T_S128_L001_MINLEN-MAXLEN.q25_fixlized.fa	A348CoNtS1T	C8	8.585	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_356	A349CoNtS1B_S139_L001_MINLEN-MAXLEN.q25_fixlized.fa	A349CoNtS1B	D7	3.2522	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_357	A350CoNtS1B_S140_L001_MINLEN-MAXLEN.q25_fixlized.fa	A350CoNtS1B	D8	4.7066	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_358	A351CoNtS1T_S151_L001_MINLEN-MAXLEN.q25_fixlized.fa	A351CoNtS1T	E7	8.9284	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_359	A352CoNtS1T_S152_L001_MINLEN-MAXLEN.q25_fixlized.fa	A352CoNtS1T	E8	8.888	x	soil	Nt	sink	T	S1	sc_samples	24	yes
S_36	A029MaCpR1_S316_L001_MINLEN-MAXLEN.q25_fixlized.fa	A029MaCpR1	C4	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_360	A353CoNtS1B_S163_L001_MINLEN-MAXLEN.q25_fixlized.fa	A353CoNtS1B	F7	1.3938	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_361	A354CoNtS1B_S164_L001_MINLEN-MAXLEN.q25_fixlized.fa	A354CoNtS1B	F8	2.2624	x	soil	Nt	sink	B	S1	sc_samples	24	yes
S_362	A355CoCpS1T_S175_L001_MINLEN-MAXLEN.q25_fixlized.fa	A355CoCpS1T	G7	8.7062	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_363	A356CoCpS1T_S176_L001_MINLEN-MAXLEN.q25_fixlized.fa	A356CoCpS1T	G8	1.1312	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_364	A357CoCpS1B_S187_L001_MINLEN-MAXLEN.q25_fixlized.fa	A357CoCpS1B	H7	4.1612	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_365	A358CoCpS1B_S188_L001_MINLEN-MAXLEN.q25_fixlized.fa	A358CoCpS1B	H8	1.212	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_366	A359CoCpS1T_S105_L001_MINLEN-MAXLEN.q25_fixlized.fa	A359CoCpS1T	A9	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_367	A360CoCpS1T_S106_L001_MINLEN-MAXLEN.q25_fixlized.fa	A360CoCpS1T	A10	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_368	A361CoCpS1B_S117_L001_MINLEN-MAXLEN.q25_fixlized.fa	A361CoCpS1B	B9	6.3226	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_369	A362CoCpS1B_S118_L001_MINLEN-MAXLEN.q25_fixlized.fa	A362CoCpS1B	B10	5.9186	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_37	A030MaCpR1_S317_L001_MINLEN-MAXLEN.q25_fixlized.fa	A030MaCpR1	C5	9.0395	R1	water	Cp	sink	x	x	sc_samples	10	no
S_370	A363CoCpS1T_S129_L001_MINLEN-MAXLEN.q25_fixlized.fa	A363CoCpS1T	C9	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_371	A364CoCpS1T_S130_L001_MINLEN-MAXLEN.q25_fixlized.fa	A364CoCpS1T	C10	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes
S_372	A365CoCpS1B_S141_L001_MINLEN-MAXLEN.q25_fixlized.fa	A365CoCpS1B	D9	5.9792	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_373	A366CoCpS1B_S142_L001_MINLEN-MAXLEN.q25_fixlized.fa	A366CoCpS1B	D10	5.0702	x	soil	Cp	sink	B	S1	sc_samples	24	yes
S_374	A367MaNtS1T_S153_L001_MINLEN-MAXLEN.q25_fixlized.fa	A367MaNtS1T	E9	10	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_375	A368MaNtS1T_S154_L001_MINLEN-MAXLEN.q25_fixlized.fa	A368MaNtS1T	E10	10	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_376	A369MaNtS1B_S165_L001_MINLEN-MAXLEN.q25_fixlized.fa	A369MaNtS1B	F9	5.2318	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_377	A370MaNtS1B_S166_L001_MINLEN-MAXLEN.q25_fixlized.fa	A370MaNtS1B	F10	0.3232	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_378	A371MaNtS1T_S177_L001_MINLEN-MAXLEN.q25_fixlized.fa	A371MaNtS1T	G9	10	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_379	A372MaNtS1T_S178_L001_MINLEN-MAXLEN.q25_fixlized.fa	A372MaNtS1T	G10	10	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_38	A031MaCpR1_S318_L001_MINLEN-MAXLEN.q25_fixlized.fa	A031MaCpR1	C6	6.0095	R1	water	Cp	sink	x	x	sc_samples	10	no
S_380	A373MaNtS1B_S189_L001_MINLEN-MAXLEN.q25_fixlized.fa	A373MaNtS1B	H9	6.767	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_381	A374MaNtS1B_S190_L001_MINLEN-MAXLEN.q25_fixlized.fa	A374MaNtS1B	H10	4.2622	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_382	A375MaNtS1T_S107_L001_MINLEN-MAXLEN.q25_fixlized.fa	A375MaNtS1T	A11	10	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_383	A376MaNtS1T_S108_L001_MINLEN-MAXLEN.q25_fixlized.fa	A376MaNtS1T	A12	9.2718	x	soil	Nt	sink	T	S1	sc_samples	24	no
S_384	A377MaNtS1B_S119_L001_MINLEN-MAXLEN.q25_fixlized.fa	A377MaNtS1B	B11	3.4542	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_385	A378MaNtS1B_S120_L001_MINLEN-MAXLEN.q25_fixlized.fa	A378MaNtS1B	B12	2.626	x	soil	Nt	sink	B	S1	sc_samples	24	no
S_386	A379MaCpS1T_S131_L001_MINLEN-MAXLEN.q25_fixlized.fa	A379MaCpS1T	C11	2.828	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_387	A380MaCpS1T_S132_L001_MINLEN-MAXLEN.q25_fixlized.fa	A380MaCpS1T	C12	8.585	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_388	A381MaCpS1B_S143_L001_MINLEN-MAXLEN.q25_fixlized.fa	A381MaCpS1B	D11	3.7572	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_389	A382MaCpS1B_S144_L001_MINLEN-MAXLEN.q25_fixlized.fa	A382MaCpS1B	D12	4.7066	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_39	A032MaCpR1_S328_L001_MINLEN-MAXLEN.q25_fixlized.fa	A032MaCpR1	D4	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_390	A383MaCpS1T_S155_L001_MINLEN-MAXLEN.q25_fixlized.fa	A383MaCpS1T	E11	10	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_391	A384MaCpS1T_S156_L001_MINLEN-MAXLEN.q25_fixlized.fa	A384MaCpS1T	E12	8.888	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_392	A385MaCpS1B_S167_L001_MINLEN-MAXLEN.q25_fixlized.fa	A385MaCpS1B	F11	3.3936	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_393	A386MaCpS1B_S168_L001_MINLEN-MAXLEN.q25_fixlized.fa	A386MaCpS1B	F12	2.2624	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_394	A387MaCpS1T_S179_L001_MINLEN-MAXLEN.q25_fixlized.fa	A387MaCpS1T	G11	10	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_395	A388MaCpS1T_S180_L001_MINLEN-MAXLEN.q25_fixlized.fa	A388MaCpS1T	G12	1.1312	x	soil	Cp	sink	T	S1	sc_samples	24	no
S_396	A389MaCpS1B_S251_L001_MINLEN-MAXLEN.q25_fixlized.fa	A389MaCpS1B	E11	4.7672	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_397	A390MaCpS1B_S252_L001_MINLEN-MAXLEN.q25_fixlized.fa	A390MaCpS1B	E12	1.212	x	soil	Cp	sink	B	S1	sc_samples	24	no
S_398	A391CoNtS2T_S193_L001_MINLEN-MAXLEN.q25_fixlized.fa	A391CoNtS2T	A1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_399	A392CoNtS2T_S194_L001_MINLEN-MAXLEN.q25_fixlized.fa	A392CoNtS2T	A2	1.4847	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_40	A033MaCpR1_S329_L001_MINLEN-MAXLEN.q25_fixlized.fa	A033MaCpR1	D5	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_400	A393CoNtS2B_S205_L001_MINLEN-MAXLEN.q25_fixlized.fa	A393CoNtS2B	B1	2.7573	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_401	A394CoNtS2B_S206_L001_MINLEN-MAXLEN.q25_fixlized.fa	A394CoNtS2B	B2	3.6865	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_402	A395CoNtS2T_S217_L001_MINLEN-MAXLEN.q25_fixlized.fa	A395CoNtS2T	C1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_403	A396CoNtS2T_S218_L001_MINLEN-MAXLEN.q25_fixlized.fa	A396CoNtS2T	C2	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_404	A397CoNtS2B_S229_L001_MINLEN-MAXLEN.q25_fixlized.fa	A397CoNtS2B	D1	4.5551	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_405	A398CoNtS2B_S230_L001_MINLEN-MAXLEN.q25_fixlized.fa	A398CoNtS2B	D2	4.9389	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_406	A399CoNtS2T_S241_L001_MINLEN-MAXLEN.q25_fixlized.fa	A399CoNtS2T	E1	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_407	A400CoNtS2T_S242_L001_MINLEN-MAXLEN.q25_fixlized.fa	A400CoNtS2T	E2	10	x	soil	Nt	sink	T	S2	sc_samples	59	yes
S_408	A401CoNtS2B_S253_L001_MINLEN-MAXLEN.q25_fixlized.fa	A401CoNtS2B	F1	6.3731	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_409	A402CoNtS2B_S254_L001_MINLEN-MAXLEN.q25_fixlized.fa	A402CoNtS2B	F2	5.5651	x	soil	Nt	sink	B	S2	sc_samples	59	yes
S_41	A034MaCpR1_S330_L001_MINLEN-MAXLEN.q25_fixlized.fa	A034MaCpR1	D6	10	R1	water	Cp	sink	x	x	sc_samples	10	no
S_410	A403CoCpS2T_S265_L001_MINLEN-MAXLEN.q25_fixlized.fa	A403CoCpS2T	G1	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_411	A404CoCpS2T_S266_L001_MINLEN-MAXLEN.q25_fixlized.fa	A404CoCpS2T	G2	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_412	A405CoCpS2B_S277_L001_MINLEN-MAXLEN.q25_fixlized.fa	A405CoCpS2B	H1	10	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_413	A406CoCpS2B_S278_L001_MINLEN-MAXLEN.q25_fixlized.fa	A406CoCpS2B	H2	8.3527	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_414	A407CoCpS2T_S195_L001_MINLEN-MAXLEN.q25_fixlized.fa	A407CoCpS2T	A3	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_415	A408CoCpS2T_S196_L001_MINLEN-MAXLEN.q25_fixlized.fa	A408CoCpS2T	A4	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_416	A409CoCpS2B_S207_L001_MINLEN-MAXLEN.q25_fixlized.fa	A409CoCpS2B	B3	5.2217	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_417	A410CoCpS2B_S208_L001_MINLEN-MAXLEN.q25_fixlized.fa	A410CoCpS2B	B4	5.4439	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_418	A411CoCpS2T_S219_L001_MINLEN-MAXLEN.q25_fixlized.fa	A411CoCpS2T	C3	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_419	A412CoCpS2T_S220_L001_MINLEN-MAXLEN.q25_fixlized.fa	A412CoCpS2T	C4	10	x	soil	Cp	sink	T	S2	sc_samples	59	yes
S_42	A035CoNtR2_S340_L001_MINLEN-MAXLEN.q25_fixlized.fa	A035CoNtR2	E4	4.5955	R2	water	Nt	sink	x	x	sc_samples	24	no
S_420	A413CoCpS2B_S231_L001_MINLEN-MAXLEN.q25_fixlized.fa	A413CoCpS2B	D3	6.3125	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_421	A414CoCpS2B_S232_L001_MINLEN-MAXLEN.q25_fixlized.fa	A414CoCpS2B	D4	6.4539	x	soil	Cp	sink	B	S2	sc_samples	59	yes
S_422	A415MaNtS2T_S243_L001_MINLEN-MAXLEN.q25_fixlized.fa	A415MaNtS2T	E3	10	x	soil	Nt	sink	T	S2	sc_samples	59	no
S_423	A416MaNtS2T_S244_L001_MINLEN-MAXLEN.q25_fixlized.fa	A416MaNtS2T	E4	10	x	soil	Nt	sink	T	S2	sc_samples	59	no
S_424	A417MaNtS2B_S255_L001_MINLEN-MAXLEN.q25_fixlized.fa	A417MaNtS2B	F3	3.4037	x	soil	Nt	sink	B	S2	sc_samples	59	no
S_425	A418MaNtS2B_S256_L001_MINLEN-MAXLEN.q25_fixlized.fa	A418MaNtS2B	F4	2.8987	x	soil	Nt	sink	B	S2	sc_samples	59	no
S_426	A419MaNtS2T_S267_L001_MINLEN-MAXLEN.q25_fixlized.fa	A419MaNtS2T	G3	10	x	soil	Nt	sink	T	S2	sc_samples	59	no
S_427	A420MaNtS2T_S268_L001_MINLEN-MAXLEN.q25_fixlized.fa	A420MaNtS2T	G4	10	x	soil	Nt	sink	T	S2	sc_samples	59	no
S_428	A421MaNtS2B_S279_L001_MINLEN-MAXLEN.q25_fixlized.fa	A421MaNtS2B	H3	6.2923	x	soil	Nt	sink	B	S2	sc_samples	59	no
S_429	A422MaNtS2B_S280_L001_MINLEN-MAXLEN.q25_fixlized.fa	A422MaNtS2B	H4	1.4343	x	soil	Nt	sink	B	S2	sc_samples	59	no
S_43	A036CoNtR2_S341_L001_MINLEN-MAXLEN.q25_fixlized.fa	A036CoNtR2	E5	6.7367	R2	water	Nt	sink	x	x	sc_samples	24	no
S_430	A423MaCpS2T_S197_L001_MINLEN-MAXLEN.q25_fixlized.fa	A423MaCpS2T	A5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_431	A424MaCpS2T_S198_L001_MINLEN-MAXLEN.q25_fixlized.fa	A424MaCpS2T	A6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_432	A425MaCpS2B_S209_L001_MINLEN-MAXLEN.q25_fixlized.fa	A425MaCpS2B	B5	3.7269	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_433	A426MaCpS2B_S210_L001_MINLEN-MAXLEN.q25_fixlized.fa	A426MaCpS2B	B6	2.6563	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_434	A427MaCpS2T_S221_L001_MINLEN-MAXLEN.q25_fixlized.fa	A427MaCpS2T	C5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_435	A428MaCpS2T_S222_L001_MINLEN-MAXLEN.q25_fixlized.fa	A428MaCpS2T	C6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_436	A429MaCpS2B_S233_L001_MINLEN-MAXLEN.q25_fixlized.fa	A429MaCpS2B	D5	1.3029	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_437	A430MaCpS2B_S234_L001_MINLEN-MAXLEN.q25_fixlized.fa	A430MaCpS2B	D6	1.2423	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_438	A431MaCpS2T_S245_L001_MINLEN-MAXLEN.q25_fixlized.fa	A431MaCpS2T	E5	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_439	A432MaCpS2T_S246_L001_MINLEN-MAXLEN.q25_fixlized.fa	A432MaCpS2T	E6	10	x	soil	Cp	sink	T	S2	sc_samples	59	no
S_44	A037CoNtR2_S342_L001_MINLEN-MAXLEN.q25_fixlized.fa	A037CoNtR2	E6	1.1413	R2	water	Nt	sink	x	x	sc_samples	24	no
S_440	A433MaCpS2B_S257_L001_MINLEN-MAXLEN.q25_fixlized.fa	A433MaCpS2B	F5	1.8887	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_441	A434MaCpS2B_S258_L001_MINLEN-MAXLEN.q25_fixlized.fa	A434MaCpS2B	F6	2.3937	x	soil	Cp	sink	B	S2	sc_samples	59	no
S_442	A435CoNtS3T_S269_L001_MINLEN-MAXLEN.q25_fixlized.fa	A435CoNtS3T	G5	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_443	A436CoNtS3T_S270_L001_MINLEN-MAXLEN.q25_fixlized.fa	A436CoNtS3T	G6	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_444	A437CoNtS3B_S281_L001_MINLEN-MAXLEN.q25_fixlized.fa	A437CoNtS3B	H5	5.2217	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_445	A438CoNtS3B_S282_L001_MINLEN-MAXLEN.q25_fixlized.fa	A438CoNtS3B	H6	6.3731	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_446	A439CoNtS3T_S199_L001_MINLEN-MAXLEN.q25_fixlized.fa	A439CoNtS3T	A7	9.7667	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_447	A440CoNtS3T_S200_L001_MINLEN-MAXLEN.q25_fixlized.fa	A440CoNtS3T	A8	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_448	A441CoNtS3B_S211_L001_MINLEN-MAXLEN.q25_fixlized.fa	A441CoNtS3B	B7	5.5247	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_449	A442CoNtS3B_S212_L001_MINLEN-MAXLEN.q25_fixlized.fa	A442CoNtS3B	B8	3.5855	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_45	A038CoNtR2_S352_L001_MINLEN-MAXLEN.q25_fixlized.fa	A038CoNtR2	F4	10	R2	water	Nt	sink	x	x	sc_samples	24	no
S_450	A443CoNtS3T_S223_L001_MINLEN-MAXLEN.q25_fixlized.fa	A443CoNtS3T	C7	10	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_451	A444CoNtS3T_S224_L001_MINLEN-MAXLEN.q25_fixlized.fa	A444CoNtS3T	C8	5.9893	x	soil	Nt	sink	T	S3	sc_samples	108	yes
S_452	A445CoNtS3B_S235_L001_MINLEN-MAXLEN.q25_fixlized.fa	A445CoNtS3B	D7	2.9795	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_453	A446CoNtS3B_S236_L001_MINLEN-MAXLEN.q25_fixlized.fa	A446CoNtS3B	D8	6.8377	x	soil	Nt	sink	B	S3	sc_samples	108	yes
S_454	A447CoCpS3T_S247_L001_MINLEN-MAXLEN.q25_fixlized.fa	A447CoCpS3T	E7	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes
S_455	A448CoCpS3T_S248_L001_MINLEN-MAXLEN.q25_fixlized.fa	A448CoCpS3T	E8	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes
S_456	A449CoCpS3B_S259_L001_MINLEN-MAXLEN.q25_fixlized.fa	A449CoCpS3B	F7	2.4543	x	soil	Cp	sink	B	S3	sc_samples	108	yes
S_457	A450CoCpS3B_S260_L001_MINLEN-MAXLEN.q25_fixlized.fa	A450CoCpS3B	F8	3.8279	x	soil	Cp	sink	B	S3	sc_samples	108	yes
S_458	A451CoCpS3T_S271_L001_MINLEN-MAXLEN.q25_fixlized.fa	A451CoCpS3T	G7	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes
S_459	A452CoCpS3T_S272_L001_MINLEN-MAXLEN.q25_fixlized.fa	A452CoCpS3T	G8	10	x	soil	Cp	sink	T	S3	sc_samples	108	yes
S_46	A039CoNtR2_S353_L001_MINLEN-MAXLEN.q25_fixlized.fa	A039CoNtR2	F5	10	R2	water	Nt	sink	x	x	sc_samples	24	no
S_460	A453CoCpS3B_S283_L001_MINLEN-MAXLEN.q25_fixlized.fa	A453CoCpS3B	H7	7.1811	x	soil	Cp	sink	B	S3	sc_samples	108	yes
S_461	A454CoCpS3B_S284_L001_MINLEN-MAXLEN.q25_fixlized.fa	A454CoCpS3B	H8	7.6053	x	soil	Cp	sink	B	S3	sc_samples	108	yes
